HS2,HS2 ID,HS4,HS4 ID,HS6,HS6 ID,Section,Section ID,Trade Value,Year
Live animals,101,Horses,10101,"Horses: live, pure-bred breeding animals",1010121,Animal Products,1,65611243,2018
Live animals,101,Horses,10101,"Horses: live, other than pure-bred breeding animals",1010129,Animal Products,1,61016966,2018
Live animals,101,Horses,10101,Asses: live,1010130,Animal Products,1,469805,2018
Live animals,101,Horses,10101,Mules and hinnies: live,1010190,Animal Products,1,5273582,2018
Live animals,101,Bovine,10102,"Cattle: live, pure-bred breeding animals",1010221,Animal Products,1,57594837,2018
Live animals,101,Bovine,10102,"Cattle: live, other than pure-bred breeding animals",1010229,Animal Products,1,209852854,2018
Live animals,101,Bovine,10102,"Buffalo: live, other than pure-bred breeding animals",1010239,Animal Products,1,21295,2018
Live animals,101,Bovine,10102,Non-breeding Cattle,1010290,Animal Products,1,44776642,2018
Live animals,101,Pigs,10103,Pure-bred Breeding Pigs,1010310,Animal Products,1,28254602,2018
Live animals,101,Pigs,10103,Pigs Weighing Under 50 kg (Excluding Breeding Pigs),1010391,Animal Products,1,129858026,2018
Live animals,101,Pigs,10103,Pigs Weighing Over 50 kg (Excluding Breeding Pigs),1010392,Animal Products,1,80958592,2018
Live animals,101,Sheep and Goats,10104,Live Sheep,1010410,Animal Products,1,7483204,2018
Live animals,101,Sheep and Goats,10104,Live Goats,1010420,Animal Products,1,788849,2018
Live animals,101,Poultry,10105,Domestic Chickens Weighing Under 185 grams,1010511,Animal Products,1,59280102,2018
Live animals,101,Poultry,10105,"Small Turkeys (Live, weighing up to 185g)",1010512,Animal Products,1,303302,2018
Live animals,101,Poultry,10105,"Poultry: live, ducks, weighing not more than 185g",1010513,Animal Products,1,656127,2018
Live animals,101,Poultry,10105,"Poultry: live, fowls of the species Gallus domesticus, weighing more than 185g",1010594,Animal Products,1,155251348,2018
Live animals,101,Poultry,10105,Other Birds Weighing Over 185 grams (Excluding Domestic Chickens),1010599,Animal Products,1,953312,2018
Live animals,101,Other Animals,10106,"Mammals: live, primates",1010611,Animal Products,1,234541,2018
Live animals,101,Other Animals,10106,"Mammals: live, whales, dolphins and porpoises (mammals of the order Cetacea): manatees and dugongs (mammals of the order Sirenia): seals, sea lions and walruses (mammals of the suborder Pinnipedia)",1010612,Animal Products,1,2471,2018
Live animals,101,Other Animals,10106,"Mammals: live, camels and other camelids (Camelidae)",1010613,Animal Products,1,17289,2018
Live animals,101,Other Animals,10106,"Mammals: live, rabbits and hares",1010614,Animal Products,1,7969869,2018
Live animals,101,Other Animals,10106,"Mammals: live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea): manatees, dugongs (mammals of the order Sirenia): seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares",1010619,Animal Products,1,12203135,2018
Live animals,101,Other Animals,10106,Reptiles: live (including snakes and turtles),1010620,Animal Products,1,2212071,2018
Live animals,101,Other Animals,10106,"Birds: live, birds of prey",1010631,Animal Products,1,419443,2018
Live animals,101,Other Animals,10106,"Birds: live, Psittaciformes",1010632,Animal Products,1,294313,2018
Live animals,101,Other Animals,10106,"Birds: live, ostriches: emus (Dromaius novaehollandiae)",1010633,Animal Products,1,53074,2018
Live animals,101,Other Animals,10106,"Birds: live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae)",1010639,Animal Products,1,6652756,2018
Live animals,101,Other Animals,10106,"Insects: live, bees",1010641,Animal Products,1,10160042,2018
Live animals,101,Other Animals,10106,"Insects: live, other than bees",1010649,Animal Products,1,40484527,2018
Live animals,101,Other Animals,10106,"Animals: live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects",1010690,Animal Products,1,49727602,2018
Meat & edible offal,102,Bovine Meat,10201,Fresh/Chilled Beef (Whole & Halves),1020110,Animal Products,1,223778648,2018
Meat & edible offal,102,Bovine Meat,10201,Fresh/Chilled Beef Cuts with Bone,1020120,Animal Products,1,354017839,2018
Meat & edible offal,102,Bovine Meat,10201,Fresh/Chilled Boneless Beef Cuts,1020130,Animal Products,1,1664000456,2018
Meat & edible offal,102,Frozen Bovine Meat,10202,Frozen Beef (Whole & Halves),1020210,Animal Products,1,12031726,2018
Meat & edible offal,102,Frozen Bovine Meat,10202,Frozen Beef Cuts with Bone,1020220,Animal Products,1,41934545,2018
Meat & edible offal,102,Frozen Bovine Meat,10202,Frozen Boneless Beef Cuts,1020230,Animal Products,1,704193325,2018
Meat & edible offal,102,Pig Meat,10203,Fresh/Chilled Pork (Whole & Halves),1020311,Animal Products,1,64412110,2018
Meat & edible offal,102,Pig Meat,10203,"Fresh/Chilled Pork Cuts (Hams, Shoulders & Bone-in)",1020312,Animal Products,1,352321434,2018
Meat & edible offal,102,Pig Meat,10203,Other Fresh/Chilled Pork Cuts,1020319,Animal Products,1,1948245756,2018
Meat & edible offal,102,Pig Meat,10203,Frozen Pork (Whole & Halves),1020321,Animal Products,1,351962,2018
Meat & edible offal,102,Pig Meat,10203,"Frozen Pork Cuts (Hams, Shoulders & Bone-in)",1020322,Animal Products,1,18096579,2018
Meat & edible offal,102,Pig Meat,10203,Other Frozen Pork Cuts,1020329,Animal Products,1,917770367,2018
Meat & edible offal,102,Sheep and Goat Meat,10204,Fresh/Chilled Lamb (Whole & Halves),1020410,Animal Products,1,23922977,2018
Meat & edible offal,102,Sheep and Goat Meat,10204,Fresh/Chilled Sheep (Whole & Halves),1020421,Animal Products,1,5274930,2018
Meat & edible offal,102,Sheep and Goat Meat,10204,Fresh/Chilled Sheep Cuts with Bone,1020422,Animal Products,1,25977627,2018
Meat & edible offal,102,Sheep and Goat Meat,10204,Fresh/Chilled Boneless Sheep Cuts,1020423,Animal Products,1,13086978,2018
Meat & edible offal,102,Sheep and Goat Meat,10204,Frozen Lamb (Whole & Halves),1020430,Animal Products,1,1327856,2018
Meat & edible offal,102,Sheep and Goat Meat,10204,Frozen Sheep (Whole & Halves),1020441,Animal Products,1,7412,2018
Meat & edible offal,102,Sheep and Goat Meat,10204,Frozen Sheep Cuts with Bone,1020442,Animal Products,1,15020058,2018
Meat & edible offal,102,Sheep and Goat Meat,10204,Frozen Boneless Sheep Cuts,1020443,Animal Products,1,9645928,2018
Meat & edible offal,102,Sheep and Goat Meat,10204,Goat Meat,1020450,Animal Products,1,811074,2018
Meat & edible offal,102,Horse Meat,10205,"Meat from Horses/Donkeys/Mules/Hinnies (Fresh, Chilled, Frozen)",1020500,Animal Products,1,74533037,2018
Meat & edible offal,102,Edible Offal,10206,Fresh/Chilled Beef Organs,1020610,Animal Products,1,364077422,2018
Meat & edible offal,102,Edible Offal,10206,Frozen Beef Tongues,1020621,Animal Products,1,96936792,2018
Meat & edible offal,102,Edible Offal,10206,Frozen Beef Livers,1020622,Animal Products,1,9839418,2018
Meat & edible offal,102,Edible Offal,10206,Frozen Beef Organs (Excluding Livers & Tongues),1020629,Animal Products,1,54086297,2018
Meat & edible offal,102,Edible Offal,10206,Fresh/Chilled Pork Organs,1020630,Animal Products,1,23283729,2018
Meat & edible offal,102,Edible Offal,10206,Frozen Pork Livers,1020641,Animal Products,1,1673123,2018
Meat & edible offal,102,Edible Offal,10206,Frozen Pork Organs,1020649,Animal Products,1,64902379,2018
Meat & edible offal,102,Edible Offal,10206,"Fresh/Chilled Organs (Sheep, Goat, Donkey, Mule, Hinny)",1020680,Animal Products,1,412565,2018
Meat & edible offal,102,Edible Offal,10206,"Frozen Organs (Sheep, Goat, Donkey, Mule, Hinny)",1020690,Animal Products,1,998890,2018
Meat & edible offal,102,Poultry Meat,10207,"Whole Chicken Meat (Fresh/Chilled, uncut)",1020711,Animal Products,1,17137010,2018
Meat & edible offal,102,Poultry Meat,10207,"Whole Chicken Meat (Frozen, uncut)",1020712,Animal Products,1,15272122,2018
Meat & edible offal,102,Poultry Meat,10207,Chicken Meat Cuts & Organs (Fresh/Chilled),1020713,Animal Products,1,303164391,2018
Meat & edible offal,102,Poultry Meat,10207,Chicken Meat Cuts & Organs (Frozen),1020714,Animal Products,1,230186622,2018
Meat & edible offal,102,Poultry Meat,10207,"Whole Turkey Meat (Fresh/Chilled, uncut)",1020724,Animal Products,1,833611,2018
Meat & edible offal,102,Poultry Meat,10207,"Whole Turkey Meat (Frozen, uncut)",1020725,Animal Products,1,1713471,2018
Meat & edible offal,102,Poultry Meat,10207,Turkey Meat Cuts & Organs (Fresh/Chilled),1020726,Animal Products,1,7955912,2018
Meat & edible offal,102,Poultry Meat,10207,Turkey Meat Cuts & Organs (Frozen),1020727,Animal Products,1,30947799,2018
Meat & edible offal,102,Poultry Meat,10207,Frozen Chicken Cuts & Organs,1020741,Animal Products,1,7022006,2018
Meat & edible offal,102,Poultry Meat,10207,Frozen Turkey Cuts & Organs,1020742,Animal Products,1,4993193,2018
Meat & edible offal,102,Poultry Meat,10207,"Frozen Cuts & Organs of Duck, Goose, Guinea Fowl (Not Liver)",1020743,Animal Products,1,3463144,2018
Meat & edible offal,102,Poultry Meat,10207,"Meat and edible offal: of ducks, cuts and offal, excluding fatty livers, fresh or chilled",1020744,Animal Products,1,4905374,2018
Meat & edible offal,102,Poultry Meat,10207,"Meat and edible offal: of ducks, cuts and offal, excluding fatty livers, frozen",1020745,Animal Products,1,8551258,2018
Meat & edible offal,102,Poultry Meat,10207,"Meat and edible offal: of geese, not cut in pieces, fresh or chilled",1020751,Animal Products,1,15909,2018
Meat & edible offal,102,Poultry Meat,10207,"Meat and edible offal: of geese, not cut in pieces, frozen",1020752,Animal Products,1,90668,2018
Meat & edible offal,102,Poultry Meat,10207,"Meat and edible offal: of geese, fatty livers (foie gras), fresh or chilled",1020753,Animal Products,1,480168,2018
Meat & edible offal,102,Poultry Meat,10207,"Meat and edible offal: of geese, cuts and offal, excluding fatty livers, fresh or chilled",1020754,Animal Products,1,80427,2018
Meat & edible offal,102,Poultry Meat,10207,"Meat and edible offal: of geese, cuts and offal, excluding fatty livers, frozen",1020755,Animal Products,1,660279,2018
Meat & edible offal,102,Poultry Meat,10207,"Meat and edible offal: of guinea fowls, fresh, chilled or frozen",1020760,Animal Products,1,3947481,2018
Meat & edible offal,102,Other Meat,10208,Rabbit/Hare Meat & Organs,1020810,Animal Products,1,5154971,2018
Meat & edible offal,102,Other Meat,10208,"Meat and edible meat offal: of primates, fresh, chilled or frozen",1020830,Animal Products,1,37875,2018
Meat & edible offal,102,Other Meat,10208,"Meat and edible meat offal: of whales, dolphins and porpoises (mammals of the order Cetacea): of manatees and dugongs (mammals of the order Sirenia): of seals, sea lions and walruses (mammals of the suborder Pinnipedia), fresh, chilled or frozen",1020840,Animal Products,1,97409,2018
Meat & edible offal,102,Other Meat,10208,"Meat and edible meat offal: of reptiles (including snakes and turtles), fresh, chilled or frozen",1020850,Animal Products,1,156565,2018
Meat & edible offal,102,Other Meat,10208,"Meat and edible meat offal: of camels and other camelids (Camelidae), fresh, chilled or frozen",1020860,Animal Products,1,21263,2018
Meat & edible offal,102,Other Meat,10208,"Miscellaneous Meat & Organs (Fresh, Chilled, Frozen)",1020890,Animal Products,1,25710535,2018
Meat & edible offal,102,Animal Fat,10209,"Fat: pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",1020910,Animal Products,1,58225932,2018
Meat & edible offal,102,Animal Fat,10209,"Fat: poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",1020990,Animal Products,1,727625,2018
Meat & edible offal,102,Preserved Meat,10210,Cured Pork Hams & Shoulders,1021011,Animal Products,1,16595075,2018
Meat & edible offal,102,Preserved Meat,10210,Cured Pork Bellies,1021012,Animal Products,1,16042177,2018
Meat & edible offal,102,Preserved Meat,10210,"Cured Pork Meat (Excluding Hams, Shoulders, Bellies)",1021019,Animal Products,1,14507780,2018
Meat & edible offal,102,Preserved Meat,10210,Cured Beef,1021020,Animal Products,1,29503332,2018
Meat & edible offal,102,Preserved Meat,10210,"Meat and edible meat offal: salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates",1021091,Animal Products,1,104207,2018
Meat & edible offal,102,Preserved Meat,10210,"Meat and edible meat offal: salted, in brine, dried or smoked: edible flours, meals of meat or meat offal, of whales, dolphins, porpoises (of order Cetacea): manatees, dugongs (of order Sirenia): seals, sea lions, and walruses (of suborder Pinnipedia)",1021092,Animal Products,1,400881,2018
Meat & edible offal,102,Preserved Meat,10210,"Meat and edible meat offal: salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of reptiles (including snakes and turtles)",1021093,Animal Products,1,1383,2018
Meat & edible offal,102,Preserved Meat,10210,"Meat and edible meat offal: salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins, porpoises, manatees, dugongs, seals, sea lions, walruses, reptiles (including snakes and turtles)",1021099,Animal Products,1,45290831,2018
"Fish, crustaceans, & molluscs",103,Live Fish,10301,Freshwater Ornamental Fish,1030111,Animal Products,1,7780622,2018
"Fish, crustaceans, & molluscs",103,Live Fish,10301,Ornamental Fish,1030119,Animal Products,1,4036204,2018
"Fish, crustaceans, & molluscs",103,Live Fish,10301,Trout,1030191,Animal Products,1,396428,2018
"Fish, crustaceans, & molluscs",103,Live Fish,10301,Eels,1030192,Animal Products,1,4234262,2018
"Fish, crustaceans, & molluscs",103,Live Fish,10301,Carp,1030193,Animal Products,1,639265,2018
"Fish, crustaceans, & molluscs",103,Live Fish,10301,Atlantic and Pacific Bluefin Tuna,1030194,Animal Products,1,2798021,2018
"Fish, crustaceans, & molluscs",103,Live Fish,10301,Miscellaneous Live Fish,1030199,Animal Products,1,10972612,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,Trout,1030211,Animal Products,1,5490155,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, livers, roes, other fish meat of heading 0304",1030213,Animal Products,1,9716340,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, livers, roes, and other fish meat of heading 0304",1030214,Animal Products,1,34664771,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,Salmonids (not trout or salmon),1030219,Animal Products,1,14924324,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,Halibut,1030221,Animal Products,1,1757836,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,Plaice,1030222,Animal Products,1,30348009,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,Sole,1030223,Animal Products,1,73529881,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, livers, roes, and other fish meat of heading 0304",1030224,Animal Products,1,17778993,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,Flatfish (Excluding Halibut/Plaice/Sole) (Fresh/Chilled),1030229,Animal Products,1,57282403,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,Albacore/Longfin Tuna (Fresh/Chilled),1030231,Animal Products,1,314332,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,Yellowfin Tuna (Fresh/Chilled),1030232,Animal Products,1,3057176,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,Skipjack/Stripe-Belly Bonito (Fresh/Chilled),1030233,Animal Products,1,8937,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, livers, roes, and other fish meat of heading 0304",1030234,Animal Products,1,207851,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, livers, roes, and other fish meat of heading 0304",1030235,Animal Products,1,85888310,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, livers, roes, and other fish meat of heading 0304",1030236,Animal Products,1,174950,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,Tuna of Other Varieties (Fresh/Chilled),1030239,Animal Products,1,1353678,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, herrings (Clupea harengus, Clupea pallasii), excluding fillets, livers, roes, and other fish meat of heading 0304",1030241,Animal Products,1,1305454,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, anchovies (Engraulis spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030242,Animal Products,1,570624,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, livers, roes, and other fish meat of heading 0304",1030243,Animal Products,1,195699,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, livers, roes, and other fish meat of heading 0304",1030244,Animal Products,1,3086257,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, jack and horse mackerel (Trachurus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030245,Animal Products,1,2304675,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, cobia (Rachycentron canadum), excluding fillets, livers, roes, and other fish meat of heading 0304",1030246,Animal Products,1,247360,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, swordfish (Xiphias gladius), excluding fillets, livers, roes, and other fish meat of heading 0304",1030247,Animal Products,1,17141598,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish; fresh or chilled, n.e.c. in item no. 0302.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",1030249,Animal Products,1,717942,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, livers, roes, and other fish meat of heading 0304",1030251,Animal Products,1,13729135,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, haddock (Melanogrammus aeglefinus), excluding fillets, livers, roes, and other fish meat of heading 0304",1030252,Animal Products,1,160539,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, coalfish (Pollachius virens), excluding fillets, livers, roes, and other fish meat of heading 0304",1030253,Animal Products,1,228991,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, hake (Merluccius spp., Urophycis spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030254,Animal Products,1,4863397,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, Alaska pollack (Theragra chalcogramma), excluding fillets, livers, roes, and other fish meat of heading 0304",1030255,Animal Products,1,429349,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, livers, roes, and other fish meat of heading 0304",1030256,Animal Products,1,61932,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, livers, roes, and other fish meat of heading 0304",1030259,Animal Products,1,3990109,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, tilapias (Oreochromis spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030271,Animal Products,1,2829270,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030272,Animal Products,1,228240,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), excluding fillets, livers, roes, and other fish meat of heading 0304",1030273,Animal Products,1,29037,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, eels (Anguilla spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030274,Animal Products,1,1689964,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030279,Animal Products,1,3662812,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, dogfish and other sharks, excluding fillets, livers, roes, and other fish meat of heading 0304",1030281,Animal Products,1,5259058,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, rays and skates (Rajidae), excluding fillets, livers, roes, and other fish meat of heading 0304",1030282,Animal Products,1,1841270,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, toothfish (Dissostichus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030283,Animal Products,1,611326,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, seabass (Dicentrarchus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030284,Animal Products,1,8794253,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, seabream (Sparidae), excluding fillets, livers, roes, and other fish meat of heading 0304",1030285,Animal Products,1,18742370,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish: fresh or chilled, n.e.c. in heading 0302, excluding fillets, livers, roes, and other fish meat of heading 0304",1030289,Animal Products,1,55125607,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish; fresh or chilled, livers, roes and milt",1030291,Animal Products,1,3689256,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish; fresh or chilled, shark fins",1030292,Animal Products,1,16795,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Fresh Fish,10302,"Fish; fresh or chilled, fish fins (other than shark fins), heads, tails, maws and other edible fish offal",1030299,Animal Products,1,243303,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, livers, roes, and other fish meat of heading 0304",1030311,Animal Products,1,116901355,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, livers, roes, and other fish meat of heading 0304",1030312,Animal Products,1,29398511,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, livers, roes, and other fish meat of heading 0304",1030313,Animal Products,1,3639645,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, livers, roes, and other fish meat of heading 0304",1030314,Animal Products,1,3248086,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, livers, roes, and other fish meat of heading 0304",1030319,Animal Products,1,1257954,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, tilapias (Oreochromis spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030323,Animal Products,1,1900378,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030324,Animal Products,1,546081,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), excluding fillets, livers, roes, and other fish meat of heading 0304",1030325,Animal Products,1,129688,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, eels (Anguilla spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",1030326,Animal Products,1,71546,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,Salmonidae (Other Varieties) (Frozen Whole),1030329,Animal Products,1,567962,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,Halibut (Frozen Whole),1030331,Animal Products,1,11406891,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,Plaice (Frozen),1030332,Animal Products,1,1275969,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,Sole (Frozen),1030333,Animal Products,1,27240461,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, turbots (Psetta maxima, Scophthalmidae), excluding fillets, livers, roes, and other fish meat of heading 0304",1030334,Animal Products,1,2209979,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,Flatfish (Excluding Halibut/Plaice/Sole) (Frozen),1030339,Animal Products,1,17792558,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,Albacore/Longfin Tuna (Frozen),1030341,Animal Products,1,3657057,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,Yellowfin Tuna (Frozen),1030342,Animal Products,1,65499021,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,Skipjack/Stripe-Belly Bonito (Frozen),1030343,Animal Products,1,1779077,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, bigeye tunas (Thunnus obesus), excluding fillets, livers, roes, and other fish meat of heading 0304",1030344,Animal Products,1,2941593,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, livers, roes, and other fish meat of heading 0304",1030345,Animal Products,1,2205626,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,Tuna (Other Varieties) (Frozen),1030349,Animal Products,1,376469,2018
"Fish, crustaceans, & molluscs",103,Non-fillet Frozen Fish,10303,"Fish: frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, livers, roes, and other fish meat of heading 0304",1030351,Animal Products,1,20268853,2018
