HS2,HS2 ID,HS4,HS4 ID,HS6,HS6 ID,Section,Section ID,Trade Value,Year
"Salt, sulphur, cement, lime, stone, & plaster",525,Dolomite,52518,Agglomerated dolomite,5251830,Mineral Products,5,648294,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Magnesium Carbonate,52519,Natural magnesium carbonate (magnesite),5251910,Mineral Products,5,446795,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Magnesium Carbonate,52519,"Magnesia, fused, dead-burned etc and magnesium oxide",5251990,Mineral Products,5,46005372,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Gypsum,52520,"Gypsum, anhydride",5252010,Mineral Products,5,13421805,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Gypsum,52520,Plasters (calcined gypsum or calcium sulphate) etc,5252020,Mineral Products,5,8737538,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Limestone,52521,Limestone materials for manufacture of lime or cement,5252100,Mineral Products,5,16725204,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Quicklime,52522,Quicklime,5252210,Mineral Products,5,37165959,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Quicklime,52522,Slaked lime,5252220,Mineral Products,5,4610466,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Quicklime,52522,Hydraulic lime,5252230,Mineral Products,5,608309,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Cement,52523,Cement clinkers,5252310,Mineral Products,5,38812355,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Cement,52523,"Portland cement, white or white artificially coloured",5252321,Mineral Products,5,7935664,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Cement,52523,"Portland cement, other than white cement",5252329,Mineral Products,5,51604401,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Cement,52523,Aluminous cement,5252330,Mineral Products,5,5623728,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Cement,52523,Hydraulic cements except portland or aluminous,5252390,Mineral Products,5,39663037,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Asbestos,52524,Asbestos: crocidolite (blue asbestos),5252410,Mineral Products,5,455,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Asbestos,52524,Asbestos: other than crocidolite (blue asbestos),5252490,Mineral Products,5,2332,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Mica,52525,"Mica in crude form, sheets and splittings",5252510,Mineral Products,5,31883,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Mica,52525,Mica powder,5252520,Mineral Products,5,3990398,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Soapstone,52526,"Natural steatite, not crushed or powdered",5252610,Mineral Products,5,7127684,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Soapstone,52526,"Natural steatite, crushed or powdered",5252620,Mineral Products,5,32140963,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Borax,52528,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine: natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight",5252800,Mineral Products,5,3100097,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Feldspar,52529,Feldspar,5252910,Mineral Products,5,1127773,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Feldspar,52529,"Fluorspar, <97% calcium fluoride",5252921,Mineral Products,5,22633292,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Feldspar,52529,"Fluorspar, >97% calcium fluoride",5252922,Mineral Products,5,72743367,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Feldspar,52529,"Leucite, nepheline and nepheline syenite",5252930,Mineral Products,5,5157233,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Other Mineral,52530,"Vermiculite, perlite and chlorites, unexpanded",5253010,Mineral Products,5,3393758,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Other Mineral,52530,"Kieserite, epsomite (natural magnesium sulphates)",5253020,Mineral Products,5,708936,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Other Mineral,52530,"Mineral substances, nes",5253090,Mineral Products,5,46127989,2019
"Ores, slag and ash",526,Iron Ore,52601,"Iron ore, concentrate, not iron pyrites,unagglomerate",5260111,Mineral Products,5,988003243,2019
"Ores, slag and ash",526,Iron Ore,52601,"Iron ore, concentrate, not iron pyrites, agglomerated",5260112,Mineral Products,5,1001829226,2019
"Ores, slag and ash",526,Iron Ore,52601,Roasted iron pyrites,5260120,Mineral Products,5,1685,2019
"Ores, slag and ash",526,Manganese Ore,52602,"Manganese ores, concentrates, iron ores >20% Manganes",5260200,Mineral Products,5,7284455,2019
"Ores, slag and ash",526,Copper Ore,52603,Copper ores and concentrates,5260300,Mineral Products,5,1828965409,2019
"Ores, slag and ash",526,Nickel Ore,52604,Nickel ores and concentrates,5260400,Mineral Products,5,53443636,2019
"Ores, slag and ash",526,Cobalt Ore,52605,Cobalt ores and concentrates,5260500,Mineral Products,5,2207237,2019
"Ores, slag and ash",526,Aluminium Ore,52606,Aluminium ores and concentrates,5260600,Mineral Products,5,622360,2019
"Ores, slag and ash",526,Lead Ore,52607,Lead ores and concentrates,5260700,Mineral Products,5,268420200,2019
"Ores, slag and ash",526,Zinc Ore,52608,Zinc ores and concentrates,5260800,Mineral Products,5,934149982,2019
"Ores, slag and ash",526,Tin Ores,52609,Tin ores and concentrates,5260900,Mineral Products,5,39016029,2019
"Ores, slag and ash",526,Chromium Ore,52610,Chromium ores and concentrates,5261000,Mineral Products,5,1783816,2019
"Ores, slag and ash",526,Tungsten Ore,52611,Tungsten ores and concentrates,5261100,Mineral Products,5,3621164,2019
"Ores, slag and ash",526,Uranium and Thorium Ore,52612,Uranium ores and concentrates,5261210,Mineral Products,5,3036,2019
"Ores, slag and ash",526,Uranium and Thorium Ore,52612,Thorium ores and concentrates,5261220,Mineral Products,5,221,2019
"Ores, slag and ash",526,Molybdenum Ore,52613,"Molybdenum concentrates, roasted",5261310,Mineral Products,5,578247408,2019
"Ores, slag and ash",526,Molybdenum Ore,52613,Molybdenum ores and concentrates except roasted,5261390,Mineral Products,5,562874109,2019
"Ores, slag and ash",526,Titanium Ore,52614,Titanium ores and concentrates,5261400,Mineral Products,5,130836189,2019
"Ores, slag and ash",526,"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,Zirconium ores and concentrates,5261510,Mineral Products,5,17940313,2019
"Ores, slag and ash",526,"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,"Niobium, tantalum and vanadium ores and concentrates",5261590,Mineral Products,5,2700399,2019
"Ores, slag and ash",526,Precious Metal Ore,52616,Silver ores and concentrates,5261610,Mineral Products,5,107833433,2019
"Ores, slag and ash",526,Precious Metal Ore,52616,Precious metal ores and concentrates except silver,5261690,Mineral Products,5,107633661,2019
"Ores, slag and ash",526,Other Ores,52617,Antimony ores and concentrates,5261710,Mineral Products,5,16838,2019
"Ores, slag and ash",526,Other Ores,52617,ores and concentrates nes,5261790,Mineral Products,5,15379679,2019
"Ores, slag and ash",526,Granulated Slag,52618,"Granulated slag (slag sand) from iron, steel industry",5261800,Mineral Products,5,10351094,2019
"Ores, slag and ash",526,Slag Dross,52619,"Waste, scale, dross, slag of iron or steel industry",5261900,Mineral Products,5,4868504,2019
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,Ash or residues containing hard zinc spelter,5262011,Mineral Products,5,42260077,2019
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,Ash or residues containing mainly zinc (not spelter),5262019,Mineral Products,5,83471327,2019
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Slag, ash and residues: (not from the manufacture of iron or steel), containing mainly lead: leaded gasoline sludges and leaded anti-knock compound sludges",5262021,Mineral Products,5,222927,2019
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Slag, ash and residues: (not from the manufacture of iron or steel), containing mainly lead: excluding leaded gasoline sludges and leaded anti-knock compound sludges",5262029,Mineral Products,5,24016915,2019
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,Ash or residues containing mainly copper,5262030,Mineral Products,5,50781241,2019
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,Ash or residues containing mainly aluminium,5262040,Mineral Products,5,15608223,2019
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Slag, ash and residues: (not from the manufacture of iron or steel), containing antimony, beryllium, cadmium, chromium or their mixtures",5262091,Mineral Products,5,1656821,2019
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Slag, ash and residues: (not from the manufacture of iron or steel), containing mainly metals or their compounds, n.e.c. in heading no. 2620",5262099,Mineral Products,5,187221902,2019
"Ores, slag and ash",526,Other Slag and Ash,52621,Slag and ash: ash and residues from the incineration of municipal waste,5262110,Mineral Products,5,17944430,2019
"Ores, slag and ash",526,Other Slag and Ash,52621,Slag and ash n.e.c. in chapter 26: including seaweed ash (kelp) but excluding ash and residues from the incineration of municipal waste,5262190,Mineral Products,5,10441167,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coal Briquettes,52701,"Anthracite, not agglomerated",5270111,Mineral Products,5,39937660,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coal Briquettes,52701,"Bituminous coal, not agglomerated",5270112,Mineral Products,5,5321302702,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coal Briquettes,52701,"Coal except anthracite or bituminous, not agglomerate",5270119,Mineral Products,5,447318438,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coal Briquettes,52701,"Coal briquettes, ovoids, similar made solid fuels",5270120,Mineral Products,5,609782,2019
"Mineral fuels, mineral oils and products of their distillation",527,Lignite,52702,"Lignite, not agglomerated",5270210,Mineral Products,5,3650543,2019
"Mineral fuels, mineral oils and products of their distillation",527,Lignite,52702,"Lignite, agglomerated",5270220,Mineral Products,5,3200331,2019
"Mineral fuels, mineral oils and products of their distillation",527,Peat,52703,Peat (including peat litter),5270300,Mineral Products,5,64143163,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coke,52704,"Coke, semi-coke of coal, lignite, peat & retort carbo",5270400,Mineral Products,5,54867348,2019
"Mineral fuels, mineral oils and products of their distillation",527,Non-Petroleum Gas,52705,"Coal gas, water gas, etc. (not gaseous hydrocarbons)",5270500,Mineral Products,5,97851,2019
"Mineral fuels, mineral oils and products of their distillation",527,Tar,52706,"Tar from coal, lignite or peat, other mineral tars",5270600,Mineral Products,5,2391543,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coal Tar Oil,52707,Benzol,5270710,Mineral Products,5,6669604,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coal Tar Oil,52707,Toluole,5270720,Mineral Products,5,40925934,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coal Tar Oil,52707,Xylole,5270730,Mineral Products,5,329191078,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coal Tar Oil,52707,Naphthalene,5270740,Mineral Products,5,2318998,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coal Tar Oil,52707,"Aromatic hydrocarbon mixtures from coal tar, nes",5270750,Mineral Products,5,681822947,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coal Tar Oil,52707,Creosote oils,5270791,Mineral Products,5,18916,2019
"Mineral fuels, mineral oils and products of their distillation",527,Coal Tar Oil,52707,Coal tar distillation products nes,5270799,Mineral Products,5,1291759469,2019
"Mineral fuels, mineral oils and products of their distillation",527,Pitch Coke,52708,Pitch,5270810,Mineral Products,5,49773351,2019
"Mineral fuels, mineral oils and products of their distillation",527,Pitch Coke,52708,Pitch coke,5270820,Mineral Products,5,6258,2019
"Mineral fuels, mineral oils and products of their distillation",527,Crude Petroleum,52709,"Petroleum oils, oils from bituminous minerals, crude",5270900,Mineral Products,5,22330490371,2019
"Mineral fuels, mineral oils and products of their distillation",527,Refined Petroleum,52710,"Oils petroleum, bituminous, distillates, except crude",5271000,Mineral Products,5,17305295881,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Gas,52711,"Natural gas, liquefied",5271111,Mineral Products,5,3247613142,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Gas,52711,"Propane, liquefied",5271112,Mineral Products,5,5157105939,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Gas,52711,"Butanes, liquefied",5271113,Mineral Products,5,666164468,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Gas,52711,"Ethylene, propylene, butylene, butadiene, liquefied",5271114,Mineral Products,5,114633822,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Gas,52711,"Petroleum gases & gaseous hydrocarbons nes, liquefied",5271119,Mineral Products,5,116941838,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Gas,52711,Natural gas in gaseous state,5271121,Mineral Products,5,3768782636,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Gas,52711,"Petroleum gases and gaseous hydrocarbons nes, as gas",5271129,Mineral Products,5,26391017,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Jelly,52712,Petroleum jelly,5271210,Mineral Products,5,26751788,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Jelly,52712,Paraffin wax containing <0.75% oil,5271220,Mineral Products,5,5587736,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Jelly,52712,Mineral waxes nes,5271290,Mineral Products,5,34434941,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Coke,52713,"Petroleum coke, not calcined",5271311,Mineral Products,5,720992436,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Coke,52713,"Petroleum coke, calcined",5271312,Mineral Products,5,583559197,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Coke,52713,Petroleum bitumen,5271320,Mineral Products,5,232440352,2019
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Coke,52713,Residues of petroleum oils etc. nes,5271390,Mineral Products,5,43473558,2019
"Mineral fuels, mineral oils and products of their distillation",527,Bitumen and asphalt,52714,Bituminous or oil shale and tar sands,5271410,Mineral Products,5,4088,2019
"Mineral fuels, mineral oils and products of their distillation",527,Bitumen and asphalt,52714,"Bitumen and asphalt, asphaltites and asphaltic rocks",5271490,Mineral Products,5,10425418,2019
"Mineral fuels, mineral oils and products of their distillation",527,Asphalt Mixtures,52715,"Bituminous mix, mastic from asphalt, bitumen/tar/pitc",5271500,Mineral Products,5,36927454,2019
"Mineral fuels, mineral oils and products of their distillation",527,Electricity,52716,Electrical energy,5271600,Mineral Products,5,572422643,2019
Inorganic chemicals,628,Halogens,62801,Chlorine,6280110,Chemical Products,6,1334422,2019
Inorganic chemicals,628,Halogens,62801,Iodine,6280120,Chemical Products,6,45888402,2019
Inorganic chemicals,628,Halogens,62801,"Fluorine, bromine",6280130,Chemical Products,6,33992940,2019
Inorganic chemicals,628,Sulfur,62802,"Sulphur, sublimed or precipitated, colloidal sulphur",6280200,Chemical Products,6,26137,2019
Inorganic chemicals,628,Carbon,62803,"Carbon (carbon blacks and other forms of carbon, nes)",6280300,Chemical Products,6,167908837,2019
Inorganic chemicals,628,Hydrogen,62804,Hydrogen,6280410,Chemical Products,6,58977892,2019
Inorganic chemicals,628,Hydrogen,62804,Argon,6280421,Chemical Products,6,11811201,2019
Inorganic chemicals,628,Hydrogen,62804,Rare gases other than argon,6280429,Chemical Products,6,132177478,2019
Inorganic chemicals,628,Hydrogen,62804,Nitrogen,6280430,Chemical Products,6,42721542,2019
Inorganic chemicals,628,Hydrogen,62804,Oxygen,6280440,Chemical Products,6,24800898,2019
Inorganic chemicals,628,Hydrogen,62804,"Boron, tellurium",6280450,Chemical Products,6,9406411,2019
Inorganic chemicals,628,Hydrogen,62804,"Silicon, >99.99% pure",6280461,Chemical Products,6,428261422,2019
Inorganic chemicals,628,Hydrogen,62804,"Silicon, <99.99% pure",6280469,Chemical Products,6,40692349,2019
Inorganic chemicals,628,Hydrogen,62804,Phosphorus,6280470,Chemical Products,6,1485659,2019
Inorganic chemicals,628,Hydrogen,62804,Arsenic,6280480,Chemical Products,6,347845,2019
Inorganic chemicals,628,Hydrogen,62804,Selenium,6280490,Chemical Products,6,3187321,2019
Inorganic chemicals,628,Alkaline Metals,62805,Sodium,6280511,Chemical Products,6,258539,2019
Inorganic chemicals,628,Alkaline Metals,62805,Alkali or alkali-earth metals: calcium,6280512,Chemical Products,6,3449568,2019
Inorganic chemicals,628,Alkaline Metals,62805,Alkali metals other than sodium,6280519,Chemical Products,6,12903548,2019
Inorganic chemicals,628,Alkaline Metals,62805,"Rare-earth metals, scandium and yttrium",6280530,Chemical Products,6,5810523,2019
Inorganic chemicals,628,Alkaline Metals,62805,Mercury,6280540,Chemical Products,6,78319,2019
Inorganic chemicals,628,Hydrochloric Acid,62806,Hydrogen chloride (hydrochloric acid),6280610,Chemical Products,6,7712409,2019
Inorganic chemicals,628,Hydrochloric Acid,62806,Chlorosulphuric acid,6280620,Chemical Products,6,172181,2019
Inorganic chemicals,628,Sulfuric Acid,62807,"Sulphuric acid, oleum",6280700,Chemical Products,6,19030861,2019
Inorganic chemicals,628,Nitric Acids,62808,"Nitric acid, sulphonitric acids",6280800,Chemical Products,6,10980246,2019
Inorganic chemicals,628,Phosphoric Acid,62809,Diphosphorus pentaoxide,6280910,Chemical Products,6,929378,2019
Inorganic chemicals,628,Phosphoric Acid,62809,Phosphoric acid and polyphosphoric acids,6280920,Chemical Products,6,518419807,2019
Inorganic chemicals,628,Boron,62810,"Oxides of boron, boric acids",6281000,Chemical Products,6,41376074,2019
Inorganic chemicals,628,Other Inorganic Acids,62811,Hydrogen fluoride (hydrofluoric acid),6281111,Chemical Products,6,974555,2019
Inorganic chemicals,628,Other Inorganic Acids,62811,Hydrogen cyanide (hydrocyanic acid),6281112,Chemical Products,6,4281,2019
Inorganic chemicals,628,Other Inorganic Acids,62811,Inorganic acids nes,6281119,Chemical Products,6,14896740,2019
Inorganic chemicals,628,Other Inorganic Acids,62811,Carbon dioxide,6281121,Chemical Products,6,39677281,2019
Inorganic chemicals,628,Other Inorganic Acids,62811,Silicon dioxide,6281122,Chemical Products,6,63244122,2019
Inorganic chemicals,628,Other Inorganic Acids,62811,Inorganic oxygen compounds of non-metals nes,6281129,Chemical Products,6,14855735,2019
Inorganic chemicals,628,Halides,62812,Carbonyl dichloride (phosgene),6281211,Chemical Products,6,12058,2019
Inorganic chemicals,628,Halides,62812,Phosphorus oxychloride,6281212,Chemical Products,6,1171564,2019
Inorganic chemicals,628,Halides,62812,Phosphorus trichloride,6281213,Chemical Products,6,51082,2019
Inorganic chemicals,628,Halides,62812,Phosphorus pentachloride,6281214,Chemical Products,6,259,2019
Inorganic chemicals,628,Halides,62812,Sulphur monochloride,6281215,Chemical Products,6,12039,2019
Inorganic chemicals,628,Halides,62812,Thionyl chloride,6281217,Chemical Products,6,12732,2019
Inorganic chemicals,628,Halides,62812,"Arsenic trichloride and other chlorides and chloride oxides, n.e.c. in item no. 2812",6281219,Chemical Products,6,1955659,2019
Inorganic chemicals,628,Halides,62812,Halides & halide oxides of non-metals (not chlorides),6281290,Chemical Products,6,15420083,2019
Inorganic chemicals,628,Nonmetal Sulfides,62813,Carbon disulphide,6281310,Chemical Products,6,143745,2019
Inorganic chemicals,628,Nonmetal Sulfides,62813,Sulphides of non-metals except carbon disulphide,6281390,Chemical Products,6,206142,2019
Inorganic chemicals,628,Ammonia,62814,Anhydrous ammonia,6281410,Chemical Products,6,33072468,2019
Inorganic chemicals,628,Ammonia,62814,Ammonia in aqueous solution,6281420,Chemical Products,6,5112456,2019
Inorganic chemicals,628,Sodium or Potassium Peroxides,62815,Sodium hydroxide (caustic soda) solid,6281511,Chemical Products,6,4691788,2019
Inorganic chemicals,628,Sodium or Potassium Peroxides,62815,Sodium hydroxide (caustic soda) in aqueous solution,6281512,Chemical Products,6,213371528,2019
Inorganic chemicals,628,Sodium or Potassium Peroxides,62815,Potassium hydroxide (caustic potash),6281520,Chemical Products,6,53921161,2019
Inorganic chemicals,628,Sodium or Potassium Peroxides,62815,Peroxides of sodium or potassium,6281530,Chemical Products,6,132729,2019
Inorganic chemicals,628,Magnesium Hydroxide and Peroxide,62816,Magnesium hydroxide and peroxide,6281610,Chemical Products,6,13018248,2019
Inorganic chemicals,628,Magnesium Hydroxide and Peroxide,62816,"Oxides, hydroxides and peroxides, of strontium or barium",6281640,Chemical Products,6,323829,2019
Inorganic chemicals,628,Zinc Oxide and Peroxide,62817,Zinc oxide and peroxide,6281700,Chemical Products,6,190789450,2019
Inorganic chemicals,628,Aluminium Oxide,62818,Artificial corundum,6281810,Chemical Products,6,5448821,2019
Inorganic chemicals,628,Aluminium Oxide,62818,"Aluminium oxide, except artificial corundum",6281820,Chemical Products,6,94226725,2019
Inorganic chemicals,628,Aluminium Oxide,62818,Aluminium hydroxide,6281830,Chemical Products,6,55201790,2019
Inorganic chemicals,628,Chromium Oxides and Hydroxides,62819,Chromium trioxide,6281910,Chemical Products,6,6165736,2019
Inorganic chemicals,628,Chromium Oxides and Hydroxides,62819,"Chromium oxides, hydroxides except chromium trioxide",6281990,Chemical Products,6,5374257,2019
Inorganic chemicals,628,Manganese Oxides,62820,Manganese dioxide,6282010,Chemical Products,6,4336101,2019
Inorganic chemicals,628,Manganese Oxides,62820,Manganese oxides other than manganese dioxide,6282090,Chemical Products,6,5208831,2019
Inorganic chemicals,628,Iron Oxides and Hydroxides,62821,Iron oxides and hydroxides,6282110,Chemical Products,6,25823703,2019
Inorganic chemicals,628,Iron Oxides and Hydroxides,62821,Earth colours with >70% iron as Ferrous oxide,6282120,Chemical Products,6,130171,2019
Inorganic chemicals,628,Cobalt Oxides and Hydroxides,62822,Cobalt oxides and hydroxides,6282200,Chemical Products,6,30386518,2019
Inorganic chemicals,628,Titanium Oxides,62823,Titanium oxides,6282300,Chemical Products,6,10311794,2019
Inorganic chemicals,628,Lead Oxides,62824,"Lead monoxide (litharge, massicot)",6282410,Chemical Products,6,20372,2019
Inorganic chemicals,628,Lead Oxides,62824,"Lead oxides other than monoxide, red and orange lead",6282490,Chemical Products,6,2681713,2019
Inorganic chemicals,628,Inorganic Salts,62825,"Hydrazine and hydroxylamine, inorganic salts",6282510,Chemical Products,6,2570995,2019
Inorganic chemicals,628,Inorganic Salts,62825,Lithium oxide and hydroxide,6282520,Chemical Products,6,85059913,2019
Inorganic chemicals,628,Inorganic Salts,62825,Vanadium oxides and hydroxides,6282530,Chemical Products,6,7038435,2019
Inorganic chemicals,628,Inorganic Salts,62825,Nickel oxides and hydroxides,6282540,Chemical Products,6,4031025,2019
Inorganic chemicals,628,Inorganic Salts,62825,Copper oxides and hydroxides,6282550,Chemical Products,6,28134940,2019
Inorganic chemicals,628,Inorganic Salts,62825,Germanium oxides and zirconium dioxide,6282560,Chemical Products,6,22522750,2019
Inorganic chemicals,628,Inorganic Salts,62825,Molybdenum oxides and hydroxides,6282570,Chemical Products,6,30700016,2019
Inorganic chemicals,628,Inorganic Salts,62825,Antimony oxides,6282580,Chemical Products,6,19184715,2019
Inorganic chemicals,628,Inorganic Salts,62825,"Metal bases, oxides, hydroxides, peroxides, nes",6282590,Chemical Products,6,57092883,2019
Inorganic chemicals,628,Fluorides,62826,Aluminium fluoride,6282612,Chemical Products,6,1221606,2019
Inorganic chemicals,628,Fluorides,62826,"Fluorides of metals except ammonium, sodium, aluminiu",6282619,Chemical Products,6,43448607,2019
Inorganic chemicals,628,Fluorides,62826,Sodium hexafluoroaluminate (synthetic cryolite),6282630,Chemical Products,6,91692,2019
Inorganic chemicals,628,Fluorides,62826,Complex fluorine salts except synthetic cryolite,6282690,Chemical Products,6,25182715,2019
Inorganic chemicals,628,Chlorides,62827,Ammonium chloride,6282710,Chemical Products,6,2587300,2019
Inorganic chemicals,628,Chlorides,62827,Calcium chloride,6282720,Chemical Products,6,4668685,2019
Inorganic chemicals,628,Chlorides,62827,Magnesium chloride,6282731,Chemical Products,6,5257700,2019
Inorganic chemicals,628,Chlorides,62827,Aluminium chloride,6282732,Chemical Products,6,16682062,2019
Inorganic chemicals,628,Chlorides,62827,Nickel chloride,6282735,Chemical Products,6,497199,2019
Inorganic chemicals,628,Chlorides,62827,Chlorides of metals nes,6282739,Chemical Products,6,18345323,2019
Inorganic chemicals,628,Chlorides,62827,Chloride oxides and chloride hydroxides of copper,6282741,Chemical Products,6,6560321,2019
Inorganic chemicals,628,Chlorides,62827,"Chloride oxides, hydroxides of metals except copper",6282749,Chemical Products,6,5595902,2019
Inorganic chemicals,628,Chlorides,62827,Bromides of sodium and potassium,6282751,Chemical Products,6,11535845,2019
Inorganic chemicals,628,Chlorides,62827,Bromides and bromide oxides of non-alkali metals,6282759,Chemical Products,6,31797120,2019
Inorganic chemicals,628,Chlorides,62827,Iodides and odide oxides of metals,6282760,Chemical Products,6,4239288,2019
Inorganic chemicals,628,Hypochlorites,62828,Commercial and other calcium hypochlorite,6282810,Chemical Products,6,6971008,2019
Inorganic chemicals,628,Hypochlorites,62828,"Hypochlorites nes, chlorites & hypobromites of metals",6282890,Chemical Products,6,10740715,2019
Inorganic chemicals,628,Chlorates and Perchlorates,62829,Sodium chlorate,6282911,Chemical Products,6,40142918,2019
Inorganic chemicals,628,Chlorates and Perchlorates,62829,Chlorates of metals except sodium,6282919,Chemical Products,6,20454,2019
Inorganic chemicals,628,Chlorates and Perchlorates,62829,"Perchlorates, bromates & per-,iodates & per- of metal",6282990,Chemical Products,6,6597888,2019
Inorganic chemicals,628,Sulfides,62830,Sodium sulphides,6283010,Chemical Products,6,6926267,2019
Inorganic chemicals,628,Sulfides,62830,"Sulphides of metals nes, polysulphides of metals",6283090,Chemical Products,6,6513558,2019
Inorganic chemicals,628,Dithionites and Sulfoxylates,62831,Dithionites and sulphoxylates of sodium,6283110,Chemical Products,6,1341059,2019
Inorganic chemicals,628,Dithionites and Sulfoxylates,62831,Dithionites and sulphoxylates of metals except sodium,6283190,Chemical Products,6,53119,2019
Inorganic chemicals,628,Sulfites,62832,Sodium sulphites,6283210,Chemical Products,6,2269529,2019
Inorganic chemicals,628,Sulfites,62832,Sulphites of metals other than sodium,6283220,Chemical Products,6,407665,2019
Inorganic chemicals,628,Sulfites,62832,Thiosulphates of metals,6283230,Chemical Products,6,2064676,2019
Inorganic chemicals,628,Sulfates,62833,Disodium sulphate,6283311,Chemical Products,6,2652402,2019
Inorganic chemicals,628,Sulfates,62833,Sodium sulphates other than disodium sulphate,6283319,Chemical Products,6,2008095,2019
Inorganic chemicals,628,Sulfates,62833,Magnesium sulphate,6283321,Chemical Products,6,2558479,2019
Inorganic chemicals,628,Sulfates,62833,Aluminium sulphate,6283322,Chemical Products,6,380270,2019
Inorganic chemicals,628,Sulfates,62833,Nickel sulphates,6283324,Chemical Products,6,44960442,2019
Inorganic chemicals,628,Sulfates,62833,Copper sulphates,6283325,Chemical Products,6,10216863,2019
Inorganic chemicals,628,Sulfates,62833,Barium sulphate,6283327,Chemical Products,6,429400,2019
Inorganic chemicals,628,Sulfates,62833,Sulphates of metals nes,6283329,Chemical Products,6,24864760,2019
Inorganic chemicals,628,Sulfates,62833,Alums,6283330,Chemical Products,6,249373,2019
Inorganic chemicals,628,Sulfates,62833,Peroxosulphates (persulphates) of metals,6283340,Chemical Products,6,5703484,2019
Inorganic chemicals,628,Nitrites and Nitrates,62834,Nitrites of metals,6283410,Chemical Products,6,785603,2019
Inorganic chemicals,628,Nitrites and Nitrates,62834,Potassium nitrate,6283421,Chemical Products,6,98137657,2019
Inorganic chemicals,628,Nitrites and Nitrates,62834,Nitrates of metals except potassium and bismuth,6283429,Chemical Products,6,5205967,2019
